enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,last_new_job,training_hours,target
12076,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,11,>4,23,0.0
26565,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1,21,0.0
400,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,>4,23,0.0
5100,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,2,26,0.0
15233,city_41,0.8270000000000001,Male,No relevent experience,Part time course,Graduate,Arts,4,1,111,1.0
18874,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,144,0.0
19424,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,22,0.0
21436,city_50,0.8959999999999999,Female,Has relevent experience,Full time course,Graduate,STEM,10,1,328,0.0
30248,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,>4,105,0.0
1550,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,5,1,55,1.0
15609,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,>4,34,0.0
27712,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,2,71,1.0
10317,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1,17,0.0
3927,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,2,48,0.0
6785,city_158,0.7659999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,4,1,56,0.0
6528,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,>4,102,0.0
27246,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,never,106,0.0
16439,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,1,19,1.0
5900,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,>4,80,0.0
16953,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1,62,0.0
7428,city_138,0.836,Male,No relevent experience,Full time course,Graduate,STEM,6,1,32,1.0
3840,city_16,0.91,Other,No relevent experience,Full time course,Graduate,STEM,4,2,62,1.0
6595,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,3,60,0.0
28150,city_114,0.926,Female,No relevent experience,Part time course,Graduate,STEM,15,3,34,0.0
16757,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,26,1.0
5586,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,never,18,1.0
11427,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,5,1,119,0.0
22192,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1,39,1.0
3344,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1,84,0.0
16491,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,39,0.0
31244,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,4,27,1.0
6404,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,17,>4,52,0.0
16192,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,>4,25,0.0
27979,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,2,21,0.0
4227,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,2,126,0.0
20047,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,11,0.0
31583,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,60,0.0
26282,city_24,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,6,2,100,0.0
12577,city_16,0.91,Male,No relevent experience,no_enrollment,Phd,STEM,>20,>4,27,0.0
24236,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,1,1,44,1.0
958,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,1,124,0.0
20445,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,94,0.0
3035,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,>4,122,1.0
22804,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1,50,1.0
17715,city_103,0.92,Female,Has relevent experience,Part time course,Masters,STEM,17,1,94,0.0
28625,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,2,258,1.0
31908,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,1,58,1.0
7588,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1,109,0.0
4817,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,2,1,6,1.0
22977,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,1,50,0.0
8269,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,2,46,1.0
24321,city_102,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,7,1,92,0.0
12604,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1,82,1.0
18215,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,2,74,0.0
15074,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,164,0.0
18716,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1,26,0.0
25647,city_173,0.878,Male,No relevent experience,Full time course,Graduate,STEM,7,1,52,1.0
32036,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,1,102,1.0
13207,city_97,0.925,Male,No relevent experience,Full time course,Graduate,STEM,2,2,136,1.0
8437,city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,4,1,17,0.0
19559,city_11,0.55,Male,No relevent experience,no_enrollment,Masters,STEM,5,>4,62,1.0
20796,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,44,0.0
14206,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,13,1,74,0.0
27700,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,96,0.0
12351,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,1,2,1.0
30541,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,55,0.0
21162,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,>4,29,0.0
26382,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,9,0.0
25545,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,15,1,160,0.0
7164,city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,17,>4,100,0.0
28585,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1,18,0.0
887,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,Other,6,never,83,0.0
20003,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1,172,0.0
3751,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,>4,134,0.0
26051,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1,168,0.0
31159,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1,10,1.0
220,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,67,0.0
16817,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1,11,0.0
14036,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1,6,0.0
4150,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,4,1,34,0.0
22560,city_67,0.855,Female,No relevent experience,no_enrollment,Masters,STEM,3,2,124,1.0
19297,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1,322,0.0
21498,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,19,>4,7,0.0
28311,city_103,0.92,Male,Has relevent experience,Part time course,Masters,Humanities,10,1,32,0.0
31440,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,12,4,100,0.0
10787,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1,10,0.0
22087,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,10,0.0
28185,city_136,0.897,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,1,132,0.0
12690,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,>4,248,0.0
2767,city_75,0.939,Male,No relevent experience,Full time course,Graduate,STEM,15,1,25,0.0
22942,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,11,>4,84,0.0
14307,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1,38,0.0
672,city_104,0.924,Male,Has relevent experience,Full time course,Graduate,STEM,9,>4,45,0.0
25587,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,4,27,0.0
11040,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1,136,0.0
300,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,42,0.0
19124,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,161,0.0
12729,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,never,2,0.0
16487,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,10,never,60,0.0
7633,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Business Degree,2,2,36,0.0
10872,city_83,0.923,Male,No relevent experience,Full time course,Graduate,STEM,3,1,37,0.0
14349,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,111,0.0
28362,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,19,>4,42,0.0
23040,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,44,0.0
10005,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,>4,192,1.0
11619,city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,3,1,53,1.0
13396,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,19,1,28,1.0
31909,city_75,0.939,Male,No relevent experience,Full time course,Graduate,STEM,10,1,30,0.0
20067,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,1,95,0.0
22476,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1,154,0.0
6018,city_114,0.926,Male,Has relevent experience,Full time course,Masters,STEM,11,1,24,0.0
14190,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,2,50,1.0
7483,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,1,50,0.0
29623,city_101,0.5579999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,1,1,36,1.0
17755,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1,176,0.0
7640,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,3,304,0.0
29042,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,5,1,39,0.0
22014,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1,50,0.0
3851,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1,74,0.0
9518,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,75,0.0
4284,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,149,0.0
16579,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,>4,110,0.0
15717,city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,3,1,138,0.0
31751,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1,100,0.0
27290,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,16,>4,56,0.0
10337,city_14,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,16,2,8,0.0
21076,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,>4,78,0.0
31434,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,>4,65,0.0
21719,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1,18,0.0
24529,city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,19,4,314,0.0
27591,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,10,3,8,0.0
22653,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1,114,0.0
24390,city_101,0.5579999999999999,Male,No relevent experience,Full time course,Graduate,STEM,3,1,332,0.0
13905,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,>4,18,0.0
18006,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,>4,21,0.0
999,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,2,85,0.0
4925,city_116,0.743,Male,Has relevent experience,no_enrollment,Phd,STEM,9,never,10,0.0
29693,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,>4,41,0.0
11312,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,1,105,0.0
17387,city_136,0.897,Male,Has relevent experience,Part time course,Masters,STEM,9,1,112,0.0
13116,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1,66,0.0
3863,city_73,0.754,Male,Has relevent experience,Part time course,Masters,STEM,3,2,69,0.0
31569,city_136,0.897,Male,Has relevent experience,Full time course,Graduate,STEM,>20,1,14,0.0
25229,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,3,30,0.0
17693,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,8,2,288,0.0
14612,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,1,320,1.0
3641,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,3,192,0.0
5811,city_100,0.887,Male,No relevent experience,Full time course,Masters,STEM,7,2,64,0.0
24256,city_33,0.448,Male,No relevent experience,no_enrollment,Graduate,STEM,4,1,44,1.0
32488,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1,24,1.0
14289,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,2,22,0.0
19975,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,>4,81,1.0
29311,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,3,32,0.0
25849,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,14,>4,38,0.0
10698,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,2,32,0.0
7762,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,Humanities,10,3,52,1.0
13168,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,3,102,0.0
29187,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,2,13,0.0
24857,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,>4,50,0.0
11269,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,82,1.0
32205,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,3,1,56,0.0
582,city_97,0.925,Male,No relevent experience,Full time course,Masters,STEM,14,2,96,0.0
12164,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,never,85,1.0
14748,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,78,0.0
18777,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,11,>4,100,0.0
3802,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,24,0.0
24100,city_36,0.893,Male,No relevent experience,Full time course,Masters,STEM,10,2,37,0.0
29100,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,4,79,0.0
29467,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1,51,1.0
25010,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,never,81,1.0
15122,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1,85,0.0
29206,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1,46,0.0
29247,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,61,0.0
9026,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,2,59,0.0
17943,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,2,19,0.0
30029,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,88,0.0
31883,city_40,0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,5,3,98,0.0
5348,city_160,0.92,Female,No relevent experience,Full time course,Graduate,STEM,9,1,12,0.0
640,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,74,0.0
30003,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,1,46,0.0
3518,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,>4,23,0.0
18245,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,1,114,0.0
32166,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,42,0.0
1260,city_61,0.913,Male,No relevent experience,Full time course,Graduate,STEM,5,4,32,0.0
3703,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,3,52,0.0
25357,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,<1,>4,14,0.0
14949,city_71,0.884,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,1,39,0.0
18014,city_162,0.767,Male,No relevent experience,Full time course,Graduate,STEM,<1,never,2,0.0
4631,city_98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,9,2,29,0.0
22040,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1,134,0.0
9313,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,4,48,0.0
24209,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,2,1,25,0.0
29209,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,2,30,0.0
31396,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1,64,0.0
3575,city_103,0.92,Male,No relevent experience,Full time course,Graduate,Business Degree,3,2,41,0.0
22565,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,16,2,35,0.0
5595,city_75,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,8,>4,56,0.0
11634,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1,61,0.0
29551,city_16,0.91,Male,Has relevent experience,Part time course,Masters,STEM,>20,>4,35,0.0
16592,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,18,2,99,0.0
1200,city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,108,1.0
7488,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1,20,0.0
10025,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,1,144,0.0
9319,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,10,0.0
17399,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,300,0.0
31535,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1,95,0.0
6347,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,>4,47,1.0
25898,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,17,1,129,1.0
55,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,4,40,0.0
16700,city_71,0.884,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1,94,0.0
16934,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,>20,1,102,0.0
8084,city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,2,1,21,0.0
8249,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1,75,1.0
8784,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Business Degree,3,2,127,0.0
12155,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,2,80,0.0
17461,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,2,55,1.0
2220,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,>4,29,1.0
16896,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,>20,>4,162,1.0
19575,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,11,0.0
12243,city_40,0.7759999999999999,Male,No relevent experience,Full time course,Graduate,STEM,7,never,1,0.0
12061,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,1,47,0.0
25940,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1,10,0.0
10591,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,never,84,1.0
22763,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,5,never,32,0.0
28287,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,24,1.0
28254,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,4,31,0.0
15553,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,9,2,54,0.0
11973,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,6,1,14,0.0
5652,city_102,0.804,Female,Has relevent experience,no_enrollment,Masters,STEM,9,1,210,0.0
32046,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1,7,0.0
4786,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,>4,7,0.0
8798,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1,110,0.0
17497,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1,17,0.0
11245,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,17,>4,15,0.0
9434,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,108,0.0
4011,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1,21,0.0
21722,city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,never,9,0.0
6037,city_10,0.895,Male,Has relevent experience,Part time course,Masters,STEM,16,>4,45,0.0
11289,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1,34,0.0
33175,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,3,92,0.0
8741,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,2,19,0.0
9084,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1,14,0.0
20329,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,1,42,0.0
10946,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1,19,0.0
30181,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,10,4,45,0.0
13289,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,2,103,0.0
24772,city_90,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,9,1,42,0.0
12095,city_83,0.923,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,>4,24,0.0
5858,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,2,10,0.0
10307,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,2,11,0.0
3196,city_104,0.924,Male,Has relevent experience,Part time course,Graduate,STEM,7,1,20,0.0
32387,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1,65,0.0
31488,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,3,64,0.0
23131,city_173,0.878,Male,Has relevent experience,Full time course,Graduate,STEM,10,4,53,1.0
10212,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,2,33,0.0
28998,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,>4,17,0.0
24402,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,6,0.0
27134,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1,69,1.0
3219,city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,11,never,59,0.0
15707,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,2,6,1.0
21663,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,2,22,0.0
17643,city_24,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,2,9,0.0
33375,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1,51,0.0
20489,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,64,0.0
32740,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1,17,0.0
26229,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,4,4,0.0
23828,city_67,0.855,Female,No relevent experience,Full time course,Graduate,STEM,3,1,21,0.0
19052,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,2,25,0.0
22288,city_41,0.8270000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,14,1,44,0.0
32942,city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,9,0.0
1090,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,2,118,0.0
32848,city_28,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,4,1,97,0.0
28147,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,>4,67,0.0
27227,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1,119,0.0
3941,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1,144,0.0
17360,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,never,16,0.0
31135,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,never,26,1.0
4358,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,62,0.0
15029,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,4,1,66,0.0
3676,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,>4,4,1.0
29924,city_162,0.767,Male,Has relevent experience,no_enrollment,Masters,STEM,13,2,12,0.0
8700,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,7,1.0
21201,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,75,0.0
2847,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,>4,41,0.0
17881,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1,18,0.0
18933,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,>4,131,0.0
10468,city_11,0.55,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,2,47,1.0
23404,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1,12,0.0
3865,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,3,21,0.0
7727,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1,94,0.0
28621,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Other,11,1,21,1.0
